Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Document Type
Shuvadeep Bhattacharjee; Prapti Ganguly; Swagata Mandal; Amlan Chakrabarti,Shuvadeep Bhattacharjee; Prapti Ganguly; Swagata Mandal; Amlan Chakrabarti,,Efficient Deep Learning Inference Engine on SoC Platform,2024,"Proceedings of International Conference on Data, Electronics and Computing",,,,,,,10.1007/978-981-97-6489-1_5,https://link.springer.com/chapter/10.1007/978-981-97-6489-1_5,Conference Paper
Zhiding Liang; Zichang He; Yue Sun; Dylan Herman; Qingyue Jiao; Yanzhang Zhu; Weiwen Jiang; Xiaowei Xu; Di Wu; Marco Pistoia; Yiyu Shi,Zhiding Liang; Zichang He; Yue Sun; Dylan Herman; Qingyue Jiao; Yanzhang Zhu; Weiwen Jiang; Xiaowei Xu; Di Wu; Marco Pistoia; Yiyu Shi,,Synergizing quantum techniques with machine learning for advancing drug discovery challenge,2024,Scientific Reports,,,,,,,10.1038/s41598-024-82576-4,https://link.springer.com/article/10.1038/s41598-024-82576-4,Journal Article
Abdurrahman Nasr; Khalil Mohamed; Ayman Elshenawy; Mohamed Zaki,Abdurrahman Nasr; Khalil Mohamed; Ayman Elshenawy; Mohamed Zaki,,A Siamese deep learning framework for efficient hardware Trojan detection using power side-channel data,2024,Scientific Reports,,,,,,,10.1038/s41598-024-62744-2,https://link.springer.com/article/10.1038/s41598-024-62744-2,Journal Article
Obed M. Mogaka; Rami Zewail; Koji Inoue; Mohammed S. Sayed,Obed M. Mogaka; Rami Zewail; Koji Inoue; Mohammed S. Sayed,,TinyEmergencyNet: a hardware-friendly ultra-lightweight deep learning model for aerial scene image classification,2024,Journal of Real-Time Image Processing,,,,,,,10.1007/s11554-024-01430-y,https://link.springer.com/article/10.1007/s11554-024-01430-y,Journal Article
Yingshuai Kou; Haifeng Yu,Yingshuai Kou; Haifeng Yu,,Riding the Wave of LLMs: Navigating Opportunities and Challenges in Chinese Information Technology Application Innovation,2026,Computer Applications,,,,,,,10.1007/978-981-95-5294-8_15,https://link.springer.com/chapter/10.1007/978-981-95-5294-8_15,Conference Paper
Junchao Chen; Li Lu; Alessandro Veronsi; Marko Andjelkovic; Milos Krstic,Junchao Chen; Li Lu; Alessandro Veronsi; Marko Andjelkovic; Milos Krstic,,Agile methodologies for the development of radiation-hardened integrated circuits,2025,The European Physical Journal Special Topics,,,,,,,10.1140/epjs/s11734-025-01754-1,https://link.springer.com/article/10.1140/epjs/s11734-025-01754-1,Journal Article
Renuka KuntalaK. Venkata Balamurali Krishna; Peddi Niranjan Reddy; Mruthyunjayam Allakonda; Gujjula Anjareddy; Bimmarolu Shanthi,Renuka KuntalaK. Venkata Balamurali Krishna; Peddi Niranjan Reddy; Mruthyunjayam Allakonda; Gujjula Anjareddy; Bimmarolu Shanthi,,Automated RTL-To-GDS Flow Optimization Through Machine Learning in VLSI Design,2025,"Proceedings of the Third International Conference on Cognitive and Intelligent Computing, Volume 2",,,,,,,10.1007/978-981-97-9266-5_54,https://link.springer.com/chapter/10.1007/978-981-97-9266-5_54,Conference Paper
Jenifer RGopinath Palanisamy; Nisha J. S.,Jenifer RGopinath Palanisamy; Nisha J. S.,,A comparative study of artificial intelligence-based approaches for colorectal cancer diagnosis,2025,Discover Applied Sciences,,,,,,,10.1007/s42452-025-08000-2,https://link.springer.com/article/10.1007/s42452-025-08000-2,Journal Article
Richard Matzko; Savas Konur,Richard Matzko; Savas Konur,,Technologies for design-build-test-learn automation and computational modelling across the synthetic biology workflow: a review,2024,Network Modeling Analysis in Health Informatics and Bioinformatics,,,,,,,10.1007/s13721-024-00455-4,https://link.springer.com/article/10.1007/s13721-024-00455-4,Journal Article
Luca Lazzaroni; Ali Dabbous; Matteo Nardello; Muath Abu Lebdeh; Riccardo Berta; Kasim Sinan Yildirim; Francesco Bellotti; Davide Brunelli,Luca Lazzaroni; Ali Dabbous; Matteo Nardello; Muath Abu Lebdeh; Riccardo Berta; Kasim Sinan Yildirim; Francesco Bellotti; Davide Brunelli,,Green Machine Learning for the IoT (GEMINI): A Position Paper,2025,"Applications in Electronics Pervading Industry, Environment and Society",,,,,,,10.1007/978-3-031-84100-2_40,https://link.springer.com/chapter/10.1007/978-3-031-84100-2_40,Conference Paper
Lei Chen; Yiqi Chen; Zhufei Chu; Wenji Fang; Tsung-Yi Ho; Ru Huang; Yu Huang; Sadaf Khan; Min Li; Xingquan Li; Yu Li; Yun Liang; Jinwei Liu; Yi Liu; Yibo Lin; Guojie Luo; Hongyang Pan; Zhengyuan Shi; Guangyu Sun; Dimitrios Tsaras; Runsheng Wang; Ziyi Wang; Xinming Wei; Zhiyao Xie; Qiang Xu; Chenhao Xue; Junchi Yan; Jun Yang; Bei Yu; Mingxuan Yuan; Evangeline F. Y. Young; Xuan Zeng; Haoyi Zhang; Zuodong Zhang; Yuxiang Zhao; Hui-Ling Zhen; Ziyang Zheng; Binwu Zhu; Keren Zhu; Sunan Zou,Lei Chen; Yiqi Chen; Zhufei Chu; Wenji Fang; Tsung-Yi Ho; Ru Huang; Yu Huang; Sadaf Khan; Min Li; Xingquan Li; Yu Li; Yun Liang; Jinwei Liu; Yi Liu; Yibo Lin; Guojie Luo; Hongyang Pan; Zhengyuan Shi; Guangyu Sun; Dimitrios Tsaras; Runsheng Wang; Ziyi Wang; Xinming Wei; Zhiyao Xie; Qiang Xu; Chenhao Xue; Junchi Yan; Jun Yang; Bei Yu; Mingxuan Yuan; Evangeline F. Y. Young; Xuan Zeng; Haoyi Zhang; Zuodong Zhang; Yuxiang Zhao; Hui-Ling Zhen; Ziyang Zheng; Binwu Zhu; Keren Zhu; Sunan Zou,,Large circuit models: opportunities and challenges,2024,Science China Information Sciences,,,,,,,10.1007/s11432-024-4155-7,https://link.springer.com/article/10.1007/s11432-024-4155-7,Journal Article
Roland Müller; Maximilian Oppelt; Bijoy Kundu; Bangalore Ramesh Akshay Agashe; Thomas Thönes; Elmar Herzer; Claudia Schuhmann; Soumitro Chakrabarty; Christian Kroos; Loreto Mateu,Roland Müller; Maximilian Oppelt; Bijoy Kundu; Bangalore Ramesh Akshay Agashe; Thomas Thönes; Elmar Herzer; Claudia Schuhmann; Soumitro Chakrabarty; Christian Kroos; Loreto Mateu,,Hardware/Software Co-Design of an Automatically Generated Analog NN,2022,"Embedded Computer Systems: Architectures, Modeling, and Simulation",,,,,,,10.1007/978-3-031-04580-6_26,https://link.springer.com/chapter/10.1007/978-3-031-04580-6_26,Conference Paper
Pierre Vilar Dantas; Waldir Sabino da Silva Jr; Lucas Carvalho Cordeiro; Celso Barbosa Carvalho,Pierre Vilar Dantas; Waldir Sabino da Silva Jr; Lucas Carvalho Cordeiro; Celso Barbosa Carvalho,,A comprehensive review of model compression techniques in machine learning,2024,Applied Intelligence,,,,,,,10.1007/s10489-024-05747-w,https://link.springer.com/article/10.1007/s10489-024-05747-w,Journal Article
Wenkai He; Xiaqing Li; Xinkai Song; Yifan Hao; Rui Zhang; Zidong Du; Yunji Chen,Wenkai He; Xiaqing Li; Xinkai Song; Yifan Hao; Rui Zhang; Zidong Du; Yunji Chen,,Chip design with machine learning: a survey from algorithm perspective,2023,Science China Information Sciences,,,,,,,10.1007/s11432-022-3772-8,https://link.springer.com/article/10.1007/s11432-022-3772-8,Journal Article
Gopinath Bej; Tapas Sutradhar; Santanu Kamilya; Tamal Dey; Abhra Pal; Amitava Akuli; Alokesh Ghosh,Gopinath Bej; Tapas Sutradhar; Santanu Kamilya; Tamal Dey; Abhra Pal; Amitava Akuli; Alokesh Ghosh,,FPGA-Based Real-Time Deep Learning Application in PYNQ: A Review Toward Agricultural Prospects,2024,International Conference on Systems and Technologies for Smart Agriculture,,,,,,,10.1007/978-981-97-5157-0_47,https://link.springer.com/chapter/10.1007/978-981-97-5157-0_47,Conference Paper
Jie Yang; Kai Qiao; Jian Chen; Jinjin Hai; Jun Shu; Yuena Wei; Bin Yan,Jie Yang; Kai Qiao; Jian Chen; Jinjin Hai; Jun Shu; Yuena Wei; Bin Yan,,A Graph-based Benchmark dataset for Printed Circuit Netlist Partitioning,2026,Scientific Data,,,,,,,10.1038/s41597-026-06818-y,https://link.springer.com/article/10.1038/s41597-026-06818-y,Journal Article
Alina L. Machidon; Veljko Pejović,Alina L. Machidon; Veljko Pejović,,Deep learning for compressive sensing: a ubiquitous systems perspective,2022,Artificial Intelligence Review,,,,,,,10.1007/s10462-022-10259-5,https://link.springer.com/article/10.1007/s10462-022-10259-5,Journal Article
Jayashree M. Sabarad; Sridhar Iyer; Rahul Jashvantbhai Pandya,Jayashree M. Sabarad; Sridhar Iyer; Rahul Jashvantbhai Pandya,,AI/ML for VLSI chip design automation: a comprehensive survey,2026,Proceedings of the Indian National Science Academy,,,,,,,10.1007/s43538-026-00744-8,https://link.springer.com/article/10.1007/s43538-026-00744-8,Journal Article
Vidisha Khetarpal; Lipika Gupta; Raman Dhand; Preeti Sharma,Vidisha Khetarpal; Lipika Gupta; Raman Dhand; Preeti Sharma,,Machine Learning Techniques for VLSI Circuit Design: A Review,2024,Intelligent Systems Design and Applications,,,,,,,10.1007/978-3-031-64847-2_17,https://link.springer.com/chapter/10.1007/978-3-031-64847-2_17,Conference Paper
Hoa Tran-Dang; Dong-Seong Kim,Hoa Tran-Dang; Dong-Seong Kim,,"Quantum computing for edge AI: opportunities, challenges, and future research directions",2026,The Journal of Supercomputing,,,,,,,10.1007/s11227-026-08436-2,https://link.springer.com/article/10.1007/s11227-026-08436-2,Journal Article
Kaiyuan Tian; Linbo Qiao; Baihui Liu; Gongqingjian Jiang; Shanshan Li; Dongsheng Li,Kaiyuan Tian; Linbo Qiao; Baihui Liu; Gongqingjian Jiang; Shanshan Li; Dongsheng Li,,A survey on memory-efficient transformer-based model training in AI for science,2026,Frontiers of Computer Science,,,,,,,10.1007/s11704-025-50302-6,https://link.springer.com/article/10.1007/s11704-025-50302-6,Journal Article
Rongguo Yan; Xiyun Zeng; Yunhao Hu; Qi Wang,Rongguo Yan; Xiyun Zeng; Yunhao Hu; Qi Wang,,An accelerated heart sound classification design based on a heterogeneous platform,2026,The Journal of Supercomputing,,,,,,,10.1007/s11227-026-08350-7,https://link.springer.com/article/10.1007/s11227-026-08350-7,Journal Article
S. Jayakumar; Koduru Gouthami K. Chanthirasekaran; Kanthapitchai Paul Joshua,S. Jayakumar; Koduru Gouthami K. Chanthirasekaran; Kanthapitchai Paul Joshua,,Progressive Cyclical Convolutional Neural Network for embedded vision based Internet of Things using VLSI,2025,Analog Integrated Circuits and Signal Processing,,,,,,,10.1007/s10470-025-02503-z,https://link.springer.com/article/10.1007/s10470-025-02503-z,Journal Article
Marco Procaccini; Amin Sahebi; Roberto Giorgi,Marco Procaccini; Amin Sahebi; Roberto Giorgi,,A survey of graph convolutional networks (GCNs) in FPGA-based accelerators,2024,Journal of Big Data,,,,,,,10.1186/s40537-024-01022-4,https://link.springer.com/article/10.1186/s40537-024-01022-4,Journal Article
Qian Jin; Qingsong Peng; Yumeng Liu; Xiaotian Qiu; Qi Sun,Qian Jin; Qingsong Peng; Yumeng Liu; Xiaotian Qiu; Qi Sun,,Recent advances in computational lithography technology,2025,Moore and More,,,,,,,10.1007/s44275-025-00032-5,https://link.springer.com/article/10.1007/s44275-025-00032-5,Journal Article
Anand Mohan; Ramnivas Sharma; Hemant Kumar Meena,Anand Mohan; Ramnivas Sharma; Hemant Kumar Meena,,Internet Addiction Recognition from EEG Signals Using Laplacian Energy Features,2026,Advances on Signal Processing and Computer Vision,,,,,,,10.1007/978-3-032-15809-3_15,https://link.springer.com/chapter/10.1007/978-3-032-15809-3_15,Conference Paper
Ganga Ramakoteswara RaoL. R. Priya; Ranjith Kumar Rupani; Zala Dharmendrasinh Dashrathsinh,Ganga Ramakoteswara RaoL. R. Priya; Ranjith Kumar Rupani; Zala Dharmendrasinh Dashrathsinh,,Edge resource scaling in B5G/6G networks using diffractive deep sparse graph attention neural network with orchard algorithm,2025,Iran Journal of Computer Science,,,,,,,10.1007/s42044-025-00326-9,https://link.springer.com/article/10.1007/s42044-025-00326-9,Journal Article
Xinyi Li; Sai Wang; Siqi Zeng; Yu Wu; Yi Yang,Xinyi Li; Sai Wang; Siqi Zeng; Yu Wu; Yi Yang,,"A survey on LLM-based multi-agent systems: workflow, infrastructure, and challenges",2024,Vicinagearth,,,,,,,10.1007/s44336-024-00009-2,https://link.springer.com/article/10.1007/s44336-024-00009-2,Journal Article
Anik Basu Bhaumik; Shuvadeep Bhattacharjee; Swagata Mandal; Suman Sau; Amlan Chakrabarti,Anik Basu Bhaumik; Shuvadeep Bhattacharjee; Swagata Mandal; Suman Sau; Amlan Chakrabarti,,A CNN Accelerator on RISC-V-Based SoC for Latency Constrained Edge Networks,2024,"Proceedings of International Conference on Data, Electronics and Computing",,,,,,,10.1007/978-981-97-6489-1_12,https://link.springer.com/chapter/10.1007/978-981-97-6489-1_12,Conference Paper
Chang Kong; Feng Li; Xiaohu Yan; Jinfeng Yang; Peng Mo; Qiuming Luo; Rui Mao,Chang Kong; Feng Li; Xiaohu Yan; Jinfeng Yang; Peng Mo; Qiuming Luo; Rui Mao,,Object detection on low-compute edge SoCs: a reproducible benchmark and deployment guidelines,2026,Scientific Reports,,,,,,,10.1038/s41598-026-36862-y,https://link.springer.com/article/10.1038/s41598-026-36862-y,Journal Article
Zhen-Xing Zhang; Yuan-Bo Wen; Han-Qi Lyu; Chang Liu; Rui Zhang; Xia-Qing Li; Chao Wang; Zi-Dong Du; Qi Guo; Ling Li; Xue-Hai Zhou; Yun-Ji Chen,Zhen-Xing Zhang; Yuan-Bo Wen; Han-Qi Lyu; Chang Liu; Rui Zhang; Xia-Qing Li; Chao Wang; Zi-Dong Du; Qi Guo; Ling Li; Xue-Hai Zhou; Yun-Ji Chen,,AI Computing Systems for Large Language Models Training,2025,Journal of Computer Science and Technology,,,,,,,10.1007/s11390-024-4178-1,https://link.springer.com/article/10.1007/s11390-024-4178-1,Journal Article
Kamal Sehairi; Mohammed Redha Bouzidi; Thierry Bouwmans,Kamal Sehairi; Mohammed Redha Bouzidi; Thierry Bouwmans,,Accelerating 4K Morphological Image Operations on PYNQ-Z1 and Kria KV260 FPGA Boards Using the Vitis Vision Library,2025,"Intelligent Systems, Blockchain, and Communication Technologies",,,,,,,10.1007/978-3-032-09562-6_1,https://link.springer.com/chapter/10.1007/978-3-032-09562-6_1,Conference Paper
Zeyu Gao; Amin Saremi; Zonghua Gu,Zeyu Gao; Amin Saremi; Zonghua Gu,,Performance Measurement and Analysis of Certifiable Defenses against Adversarial Patch Attacks,2026,Journal of Signal Processing Systems,,,,,,,10.1007/s11265-026-01989-8,https://link.springer.com/article/10.1007/s11265-026-01989-8,Journal Article
R. OuchenT. BerghoutF. Djeffal,R. OuchenT. BerghoutF. Djeffal,,Interpretable graph neural network framework for ultra-low-power junctionless GAA FET current mirrors: bridging physics-based modeling and circuit design,2026,Journal of Computational Electronics,,,,,,,10.1007/s10825-025-02492-2,https://link.springer.com/article/10.1007/s10825-025-02492-2,Journal Article
Tran Ngoc Thinh; Phuc-Nghi Huynh; Cuong Pham-Quoc; Cong-Kha Pham,Tran Ngoc Thinh; Phuc-Nghi Huynh; Cuong Pham-Quoc; Cong-Kha Pham,,A Low-Power RISC-V Accelerator with Booth-Based Multiplication for Edge CNN Deployment,2026,Multi-disciplinary Trends in Artificial Intelligence,,,,,,,10.1007/978-981-95-4963-4_37,https://link.springer.com/chapter/10.1007/978-981-95-4963-4_37,Conference Paper
Junsheng Chang; Kai Lu; Yang Guo; Yongwen Wang; Zhenyu Zhao; Libo Huang; Hongwei Zhou; Yao Wang; Fei Lei; Biwei Zhang,Junsheng Chang; Kai Lu; Yang Guo; Yongwen Wang; Zhenyu Zhao; Libo Huang; Hongwei Zhou; Yao Wang; Fei Lei; Biwei Zhang,,A survey of compute nodes with 100 TFLOPS and beyond for supercomputers,2024,CCF Transactions on High Performance Computing,,,,,,,10.1007/s42514-024-00188-w,https://link.springer.com/article/10.1007/s42514-024-00188-w,Journal Article
Mihir Rana; Nimit Malani; Ruchi Gajjar; Manish I. Patel; Dipesh Panchal,Mihir Rana; Nimit Malani; Ruchi Gajjar; Manish I. Patel; Dipesh Panchal,,Automated Design Rule Checker for VLSI Circuits Using Machine Learning,2023,"VLSI, Communication and Signal Processing",,,,,,,10.1007/978-981-99-0973-5_36,https://link.springer.com/chapter/10.1007/978-981-99-0973-5_36,Conference Paper
